iter	RMSE
438	0.006146367165
439	0.006135411678
440	0.006123206963
441	0.006112255802
442	0.006104991257
443	0.006094133563
444	0.006086817199
445	0.006074021515
446	0.00605943768
447	0.006054405806
448	0.006043484441
449	0.006035237083
450	0.006027159591
451	0.006017421528
452	0.006004305585
453	0.005993790556
454	0.005985559503
455	0.005974977385
456	0.005965331913
457	0.005953579508
458	0.005946246968
459	0.005942064783
460	0.005931274917
461	0.005926931229
462	0.005917559977
463	0.005907767449
464	0.00590068857
465	0.005891251557
466	0.005878160083
467	0.005868798499
468	0.005860211903
469	0.00585122569
470	0.005846669994
471	0.005838613725
472	0.005828362241
473	0.005819148033
474	0.005806273935
475	0.005795366941
476	0.005787184696
477	0.005780986253
478	0.005773634718
479	0.005765592002
480	0.005754204087
481	0.005746350765
482	0.005739125902
483	0.00573209258
484	0.005721209559
485	0.005712779409
486	0.005701640052
487	0.00569435604
488	0.005688633798
489	0.005676455799
490	0.005667923519
491	0.005660248145
492	0.005651270702
493	0.005644819506
494	0.00564053194
495	0.005630046879
496	0.005618761274
497	0.005615472646
498	0.005603608398
499	0.005597126524
500	0.00559037608
501	0.005583709288
502	0.00557421387
503	0.005565880668
504	0.005557660918
505	0.005547971771
506	0.005537561178
507	0.005523896411
508	0.00551438495
509	0.005503146706
510	0.005498705872
511	0.005490192225
512	0.005479317879
513	0.005469027001
514	0.005462954409
515	0.005457334718
516	0.005453776463
517	0.005445354448
518	0.005437693498
519	0.005430775257
520	0.005426058497
521	0.00541988009
522	0.005412667331
523	0.005408251822
524	0.005401713558
525	0.005396788899
526	0.005389715917
527	0.005381230558
528	0.005375633796
529	0.005371201763
530	0.005364964525
531	0.005359784974
532	0.00535453192
533	0.005348075154
534	0.005341084337
535	0.005333943735
536	0.005328509129
537	0.005324816888
538	0.005317929641
539	0.005311680842
540	0.005305376909
541	0.005297999183
542	0.005293733046
543	0.005290509526
544	0.005286743196
545	0.005281299592
546	0.005273033881
547	0.005265038422
548	0.005258840966
549	0.005249474827
550	0.005244204137
551	0.005239291331
552	0.005228887285
553	0.005225520767
554	0.005217977408
555	0.00520927649
556	0.005202267649
557	0.005193697068
558	0.005187537646
559	0.005183824747
560	0.005178980959
561	0.005172422165
562	0.005163668812
563	0.005156382383
564	0.005153922533
565	0.005145799391
566	0.005138637138
567	0.005129673098
568	0.005122631591
569	0.005120255364
570	0.005118084929
571	0.005111553692
572	0.005105082145
573	0.005100898462
574	0.005095292539
575	0.005085395495
576	0.005079423711
577	0.005072386157
578	0.005068573312
579	0.005062162137
580	0.005055996162
581	0.005048052854
582	0.005040478506
583	0.005033949228
584	0.005026826866
585	0.005017710079
586	0.005013795037
587	0.005010016379
588	0.005004724564
589	0.004998239496
590	0.00499341706
591	0.004987096663
592	0.004984446756
593	0.004977622058
594	0.004971583315
595	0.004964676046
596	0.004958892991
597	0.004953690581
598	0.004944842267
599	0.004940724849
600	0.004934063485
601	0.00493037214
602	0.004924717838
603	0.004921292908
604	0.00491405466
605	0.004908626809
606	0.004902645853
607	0.004895181646
608	0.004890003677
609	0.004883595613
610	0.00488002963
611	0.004875429953
612	0.004871258715
613	0.004867371446
614	0.00486043455
615	0.00485662384
616	0.004853129833
617	0.004850171464
618	0.004844677337
619	0.004838889412
620	0.004834225484
621	0.004831098786
622	0.004826823009
623	0.004822937078
624	0.004817618407
625	0.004813902042
626	0.004810292946
627	0.004801589432
628	0.004798167381
629	0.004793315213
630	0.004786682988
631	0.004784766568
632	0.004782586289
633	0.00477705837
634	0.004772347738
635	0.004768591634
636	0.004764418895
637	0.004758210164
638	0.004755426297
639	0.004747016393
640	0.004739607333
641	0.004735090936
642	0.004730122457
643	0.004724867323
644	0.004720406614
645	0.00471720329
646	0.004712416892
647	0.004705618024
648	0.004699624789
649	0.004695320572
650	0.004692017005
651	0.004687801773
652	0.004680805703
653	0.004677640343
654	0.004675682244
655	0.004668323807
656	0.0046616284
657	0.00465582062
658	0.004650200543
659	0.004645628892
660	0.004639641077
661	0.004633709399
662	0.004629201535
663	0.004623858942
664	0.004620787003
665	0.004613230525
666	0.004608424188
667	0.00460087032
668	0.004596324137
669	0.004591616098
670	0.00458665433
671	0.004582195777
672	0.004576976108
673	0.004571276665
674	0.004566664481
675	0.004561295389
676	0.00455836798
677	0.004555864871
678	0.004553904947
679	0.004547815558
680	0.004541541355
681	0.004535569483
682	0.004531625096
683	0.004525623517
684	0.004520697858
685	0.00451702703
686	0.004513469369
687	0.004509411022
688	0.004504230772
689	0.004499845738
690	0.004495591158
691	0.004492957806
692	0.004490296046
693	0.004486448314
694	0.004482485396
695	0.004477435796
696	0.004475533014
697	0.004469588256
698	0.004465316465
699	0.004461723829
700	0.004456060663
701	0.004451174096
702	0.004446034427
703	0.004441595635
704	0.004435838949
705	0.004431236355
706	0.004426923942
707	0.004423243887
708	0.00441879048
709	0.004414469878
710	0.004412065729
711	0.004407794812
712	0.004404888978
713	0.004401949022
714	0.004399049824
715	0.004394276842
716	0.004391870918
717	0.004386982203
718	0.004385373397
719	0.0043814121
720	0.004379000783
721	0.004374120438
722	0.004371426688
723	0.004365854275
724	0.004363883894
725	0.004358753967
726	0.00435479136
727	0.004351604215
728	0.004347445434
729	0.004343960523
730	0.004340449328
731	0.004336165727
732	0.004333171071
733	0.004328966908
734	0.004325224209
735	0.004322954238
736	0.004317492662
737	0.004314719752
738	0.004309369966
739	0.00430694472
740	0.004302708075
741	0.004299002311
742	0.004294327484
743	0.004292357285
744	0.0042878914
745	0.004284303834
746	0.004281642741
747	0.004275008898
748	0.004271814245
749	0.004268347718
750	0.004263611319
751	0.004261062453
752	0.004256662021
753	0.00425118641
754	0.00424883843
755	0.004246225333
756	0.004243504248
757	0.004239155168
758	0.004234992522
759	0.004231887119
760	0.004227712819
761	0.004223623754
762	0.004220315423
763	0.004213238252
764	0.004208451732
765	0.004204463556
766	0.004201466859
767	0.004197535096
768	0.004194311859
769	0.004187706275
770	0.004182549776
771	0.004176816428
772	0.00417401852
773	0.004170839962
774	0.004166751584
775	0.004162240274
776	0.004156821075
777	0.004152697184
778	0.004149239857
779	0.004144311807
780	0.00414159048
781	0.004138620078
782	0.004135710888
783	0.004133226925
784	0.004128881687
785	0.004126164743
786	0.004121902174
787	0.004117196282
788	0.004113906128
789	0.004110296371
790	0.004108374197
791	0.004104840685
792	0.00410075194
793	0.004100512419
794	0.004095848357
795	0.00409197304
796	0.00408957715
797	0.004085365994
798	0.004083730456
799	0.004080925415
800	0.004077014124
801	0.004073022268
802	0.004066749443
803	0.004062525605
804	0.004059587284
805	0.004055855992
806	0.004052694762
807	0.004051039336
808	0.004047093823
809	0.004043725924
810	0.004040766303
811	0.004037668943
812	0.004035532646
813	0.004032869833
814	0.004028873171
815	0.004026818267
816	0.004024814829
817	0.004023865367
818	0.004020063531
819	0.004015332413
820	0.004012919301
821	0.004010808411
822	0.004007501381
823	0.004005866178
824	0.004001728826
825	0.003998746221
826	0.00399498818
827	0.003991942834
828	0.003988670983
829	0.003984209423
830	0.003979169862
831	0.003974777802
832	0.003971514094
833	0.003968160385
834	0.003964432525
835	0.003961327503
836	0.003958843807
837	0.003955497446
838	0.003950294041
839	0.003947711989
840	0.003946722169
841	0.00394455646
842	0.003938974586
843	0.003934021063
844	0.003929346797
845	0.003925898949
846	0.003922844478
847	0.003920251276
848	0.003917601732
849	0.003917402185
850	0.003915444192
851	0.003912423088
852	0.003910192486
853	0.003906561513
854	0.003902973232
855	0.003899893868
856	0.003897228798
857	0.003891785757
858	0.003888754182
859	0.003886468773
860	0.003884755034
861	0.003881791278
862	0.003878377193
863	0.003875674581
864	0.003871341722
865	0.003869956458
866	0.003867431505
867	0.003865105164
868	0.003863193425
869	0.003859387613
870	0.003856818047
871	0.00385457358
872	0.00385248662
873	0.003850691819
874	0.003847814473
875	0.003844442775
876	0.003840143923
877	0.003837408536
878	0.003833741383
879	0.003831069769
880	0.003827402819
881	0.003825719498
882	0.00382170831
883	0.00381867457
884	0.003816910189
885	0.003815959092
886	0.003812318718
887	0.003807341183
888	0.003804875426
889	0.00380210726
890	0.003800452749
891	0.003798350506
892	0.003794899106
893	0.003792106967
894	0.003789034895
895	0.003786170804
896	0.00378388608
897	0.003780857734
898	0.003778753956
899	0.00377592828
900	0.003773216121
901	0.003771263929
902	0.003768342424
903	0.003767343845
904	0.003765630071
905	0.003764175992
906	0.003762942378
907	0.003760027744
908	0.003758071474
909	0.003757213544
910	0.003754337632
911	0.003750837954
912	0.003748607399
913	0.003745134065
914	0.003740652433
915	0.003738056108
916	0.003735825864
917	0.003733864592
918	0.003730344867
919	0.003727586776
920	0.003724939408
921	0.003720590387
922	0.003717507465
923	0.003715419809
924	0.003713190442
925	0.003710686886
926	0.003709294527
927	0.00370728216
928	0.003705532763
929	0.003701974388
930	0.00369919106
931	0.003696737932
932	0.00369413035
933	0.003691484356
934	0.003688697129
935	0.003684822363
936	0.003683014299
937	0.003680464133
938	0.00367726316
939	0.003674762397
940	0.003672122503
941	0.003669789539
942	0.003666909455
943	0.003666720619
944	0.003664869548
945	0.003661386382
946	0.003658898818
947	0.00365761622
948	0.003655100021
949	0.003653620858
950	0.003650841913
951	0.003647918228
952	0.003645385667
953	0.00364222301
954	0.003639793229
955	0.00363716223
956	0.003635733984
957	0.003634357891
958	0.003631719607
959	0.003627640701
960	0.003625242068
961	0.003624035543
962	0.003621187468
963	0.003617910814
964	0.00361644161
965	0.003615015837
966	0.003613716048
967	0.003611599738
968	0.003610449903
969	0.003607036271
970	0.0036046881
971	0.003603531389
972	0.003600228966
973	0.003599230941
974	0.003597892532
975	0.003595366128
976	0.003593816943
977	0.003591406373
978	0.003589332709
979	0.003586342453
980	0.003583748785
981	0.003581442803
982	0.003580135267
983	0.003577607972
984	0.003574925893
985	0.003572544323
986	0.003570198532
987	0.003570050661
988	0.003567480374
989	0.00356508069
990	0.003563705032
991	0.003562383434
992	0.00355970787
993	0.003557614954
994	0.003555851482
995	0.003553223773
996	0.003552141372
997	0.003550213661
998	0.003548202993
999	0.003545275497
1000	0.003542254377
1001	0.003539927767
1002	0.003538898747
1003	0.003536087106
1004	0.003534828733
1005	0.003533520112
1006	0.003530140892
1007	0.003527973814
1008	0.003526321632
1009	0.003525168212
1010	0.003522131155
1011	0.003521193495
1012	0.003519887353
1013	0.003517992331
1014	0.003515714443
1015	0.003513923617
1016	0.00351109568
1017	0.003508639202
1018	0.003506395898
1019	0.003504110912
1020	0.003502628401
1021	0.003501375144
1022	0.003499363448
1023	0.003498201875
1024	0.003495688305
1025	0.003493378807
1026	0.003492294105
1027	0.003490499566
1028	0.003489554387
1029	0.003486588781
1030	0.00348449826
1031	0.003480876196
1032	0.003478654871
1033	0.003478490411
1034	0.003475752647
1035	0.003474817996
1036	0.00347309497
1037	0.003471724034
1038	0.003469059219
1039	0.003466424115
1040	0.003464455903
1041	0.003462591122
1042	0.003461757531
1043	0.003459513205
1044	0.003458492401
1045	0.003457206224
1046	0.00345293252
1047	0.003451391674
1048	0.003449940307
1049	0.00344757515
1050	0.003445215359
1051	0.0034432722
1052	0.003442373702
1053	0.00344084849
1054	0.003437989928
1055	0.003435557296
1056	0.003434458029
1057	0.003433527591
1058	0.00343192478
1059	0.003428485485
1060	0.003425550323
1061	0.003424179415
1062	0.003421734031
1063	0.003420396873
1064	0.003418977094
1065	0.003417448755
1066	0.003414174088
1067	0.003413208378
1068	0.003411598386
1069	0.003409011662
1070	0.003406675586
1071	0.003404790769
1072	0.003402507427
1073	0.003401221688
1074	0.003400337919
1075	0.00339816985
1076	0.00339552665
1077	0.003393711778
1078	0.00339282628
1079	0.003391110467
1080	0.003389262931
1081	0.003387963337
1082	0.003385758792
1083	0.003382435221
1084	0.003379954553
1085	0.00337853255
1086	0.003376523265
1087	0.003375724064
1088	0.003373545691
1089	0.003371842233
1090	0.00336985469
1091	0.003368978602
1092	0.003365409497
1093	0.00336342185
1094	0.003361924215
1095	0.003361115375
1096	0.003359748395
1097	0.003358284013
1098	0.003356134016
1099	0.003354603118
1100	0.003352893378
1101	0.003350953384
1102	0.003348526841
1103	0.00334731635
1104	0.003344205275
1105	0.003342290222
1106	0.003339701727
1107	0.003338767266
1108	0.003337929004
1109	0.003334670562
1110	0.003332684372
1111	0.003330906573
1112	0.00332611241
1113	0.003323772424
1114	0.00332181528
1115	0.003320152125
1116	0.003318784619
1117	0.003316332038
1118	0.003314764227
1119	0.003312945489
1120	0.003311157653
1121	0.003309881574
1122	0.003307818754
1123	0.003306215622
1124	0.003304045622
1125	0.003300599803
1126	0.003299065874
1127	0.003297163303
1128	0.003295235286
1129	0.003292682021
1130	0.003289628249
1131	0.003288027271
1132	0.003287182177
1133	0.003285222622
1134	0.003283415456
1135	0.00328137311
1136	0.003280519928
1137	0.003278776065
1138	0.003276767114
1139	0.003274611215
1140	0.003272126283
1141	0.003268869182
1142	0.003268107053
1143	0.003266962461
1144	0.003265634709
1145	0.003263973193
1146	0.003262058357
1147	0.003260523416
1148	0.003258343962
1149	0.003256314038
1150	0.003254836396
1151	0.003253819109
1152	0.003252005168
1153	0.003250502707
1154	0.00324895507
1155	0.003247044087
1156	0.003245869268
1157	0.003243976308
1158	0.003241463791
1159	0.003240768447
1160	0.003238699718
1161	0.003236782879
1162	0.003235894923
1163	0.003234412141
1164	0.003233153983
1165	0.003232018829
1166	0.003230379792
1167	0.003228391259
1168	0.003227750411
1169	0.003225971512
1170	0.003224930948
1171	0.003223563729
1172	0.003222010349
1173	0.003217759927
1174	0.003216274594
1175	0.003214149637
1176	0.003213046504
1177	0.003211982781
1178	0.003210341566
1179	0.003208565239
1180	0.003207123019
1181	0.00320560535
1182	0.003204595512
1183	0.003203395041
1184	0.003201374382
1185	0.003199536235
1186	0.003198269145
1187	0.003197040847
1188	0.003195577838
1189	0.0031944262
1190	0.003193399856
1191	0.003192154904
1192	0.003191532377
1193	0.003189725273
1194	0.003186764398
1195	0.003184794996
1196	0.003182993655
1197	0.003180994188
1198	0.003179403871
1199	0.003177705277
